richardSS(mess),embSS,year,sample,occupied,region,wetland
Y:352:23:CT,Y-352-23-CT,2015,1,0,east,NA
Y:352:23:CT,Y-352-23-CT,2016,1,0,east,NA
Y:352:23:CT,Y-352-23-CT,2018,1,0,east,NA
Y:352:23:CT,Y-352-23-CT,2019,1,0,east,NA
Y:352:23:NE,Y-352-23-NE,2014,1,0,east,NA
Y:352:23:NE,Y-352-23-NE,2015,1,0,east,NA
Y:352:23:NE,Y-352-23-NE,2016,1,0,east,NA
Y:352:23:NE,Y-352-23-NE,2018,1,0,east,NA
Y:352:23:NE,Y-352-23-NE,2019,1,0,east,NA
Y:352:23:NW,Y-352-23-NW,2014,1,0,east,NA
Y:352:23:NW,Y-352-23-NW,2015,1,0,east,NA
Y:352:23:NW,Y-352-23-NW,2016,1,0,east,NA
Y:352:23:NW,Y-352-23-NW,2018,1,0,east,NA
Y:352:23:NW,Y-352-23-NW,2019,1,0,east,NA
Y:352:23:SE,Y-352-23-SE,2014,1,0,east,NA
Y:352:23:SE,Y-352-23-SE,2015,1,0,east,NA
Y:352:23:SE,Y-352-23-SE,2016,1,0,east,NA
Y:352:23:SE,Y-352-23-SE,2018,1,0,east,NA
Y:352:23:SE,Y-352-23-SE,2019,1,0,east,NA
Y:352:23:SW,Y-352-23-SW,2014,1,0,east,NA
Y:352:23:SW,Y-352-23-SW,2015,1,0,east,NA
Y:352:23:SW,Y-352-23-SW,2016,1,0,east,NA
Y:352:23:SW,Y-352-23-SW,2018,1,0,east,NA
Y:352:23:SW,Y-352-23-SW,2019,1,0,east,NA
Y:353:24:I,Y-353-24-I,2015,1,0,west,NA
Y:353:24:I,Y-353-24-I,2018,1,0,west,NA
Y:353:24:J,Y-353-24-J,2015,1,0,west,NA
Y:353:24:J,Y-353-24-J,2018,1,0,west,NA
Y:372:16:A,Y-372-16-A,2015,1,0,unmineable,NA
Y:372:16:A,Y-372-16-A,2016,1,0,unmineable,NA
Y:372:16:A,Y-372-16-A,2017,1,0,unmineable,NA
Y:372:16:B,Y-372-16-B,2015,1,1,unmineable,NA
Y:372:16:B,Y-372-16-B,2016,1,0,unmineable,NA
Y:372:16:B,Y-372-16-B,2017,1,0,unmineable,NA
Y:372:16:C,Y-372-16-C,2015,1,0,unmineable,NA
Y:372:16:C,Y-372-16-C,2016,1,0,unmineable,NA
Y:372:16:C,Y-372-16-C,2017,1,0,unmineable,NA
Y:372:16:D,Y-372-16-D,2015,1,0,unmineable,NA
Y:372:16:D,Y-372-16-D,2016,1,1,unmineable,NA
Y:372:16:D,Y-372-16-D,2017,1,0,unmineable,NA
Y:372:16:E,Y-372-16-E,2015,1,0,unmineable,NA
Y:372:16:E,Y-372-16-E,2016,1,0,unmineable,NA
Y:372:16:E,Y-372-16-E,2017,1,0,unmineable,NA
Y:18:376:A,Y-376-18-A,2021,1,0,unmineable,
Y:18:376:C,Y-376-18-C,2021,1,0,unmineable,
Y:381:19:CT,Y-381-19-CT,2014,1,0,unmineable,Northwest of Janvier
Y:381:19:CT,Y-381-19-CT,2015,1,1,unmineable,Northwest of Janvier
Y:381:19:CT,Y-381-19-CT,2016,1,0,unmineable,Northwest of Janvier
Y:381:19:CT,Y-381-19-CT,2017,1,0,unmineable,Northwest of Janvier
Y:381:19:CT,Y-381-19-CT,2019,1,0,unmineable,Northwest of Janvier
Y:19:381:CT,Y-381-19-CT,2021,1,1,unmineable,
Y:381:19:NE,Y-381-19-NE,2014,1,0,unmineable,Northwest of Janvier
Y:381:19:NE,Y-381-19-NE,2015,1,1,unmineable,Northwest of Janvier
Y:381:19:NE,Y-381-19-NE,2017,1,0,unmineable,Northwest of Janvier
Y:381:19:NE,Y-381-19-NE,2019,1,0,unmineable,Northwest of Janvier
Y:19:381:NE,Y-381-19-NE,2021,1,1,unmineable,
Y:381:19:NW,Y-381-19-NW,2014,1,0,unmineable,Northwest of Janvier
Y:381:19:NW,Y-381-19-NW,2015,1,0,unmineable,Northwest of Janvier
Y:381:19:NW,Y-381-19-NW,2016,1,0,unmineable,Northwest of Janvier
Y:381:19:NW,Y-381-19-NW,2017,1,0,unmineable,Northwest of Janvier
Y:381:19:NW,Y-381-19-NW,2019,1,0,unmineable,Northwest of Janvier
Y:19:381:NW,Y-381-19-NW,2021,1,0,unmineable,
Y:381:19:SE,Y-381-19-SE,2014,1,0,unmineable,Northwest of Janvier
Y:381:19:SE,Y-381-19-SE,2015,1,0,unmineable,Northwest of Janvier
Y:381:19:SE,Y-381-19-SE,2016,1,0,unmineable,Northwest of Janvier
Y:381:19:SE,Y-381-19-SE,2017,1,0,unmineable,Northwest of Janvier
Y:381:19:SE,Y-381-19-SE,2019,1,0,unmineable,Northwest of Janvier
Y:19:381:SE,Y-381-19-SE,2021,1,1,unmineable,
Y:381:19:SW,Y-381-19-SW,2014,1,0,unmineable,Northwest of Janvier
Y:381:19:SW,Y-381-19-SW,2015,1,0,unmineable,Northwest of Janvier
Y:381:19:SW,Y-381-19-SW,2016,1,0,unmineable,Northwest of Janvier
Y:381:19:SW,Y-381-19-SW,2017,1,0,unmineable,Northwest of Janvier
Y:381:19:SW,Y-381-19-SW,2019,1,0,unmineable,Northwest of Janvier
Y:19:381:SW,Y-381-19-SW,2021,1,0,unmineable,
Y:391:14:CT,Y-391-14-CT,2014,1,0,unmineable,NA
Y:391:14:CT,Y-391-14-CT,2016,1,0,unmineable,NA
Y:391:14:CT,Y-391-14-CT,2017,1,0,unmineable,NA
Y:391:14:NE,Y-391-14-NE,2014,1,0,unmineable,NA
Y:391:14:NE,Y-391-14-NE,2017,1,0,unmineable,NA
Y:391:14:NW,Y-391-14-NW,2014,1,0,unmineable,NA
Y:391:14:NW,Y-391-14-NW,2016,1,0,unmineable,NA
Y:391:14:NW,Y-391-14-NW,2017,1,0,unmineable,NA
Y:391:14:SE,Y-391-14-SE,2014,1,0,unmineable,NA
Y:391:14:SE,Y-391-14-SE,2016,1,0,unmineable,NA
Y:391:14:SE,Y-391-14-SE,2017,1,0,unmineable,NA
Y:391:14:SW,Y-391-14-SW,2014,1,0,unmineable,NA
Y:391:14:SW,Y-391-14-SW,2016,1,0,unmineable,NA
Y:391:14:SW,Y-391-14-SW,2017,1,0,unmineable,NA
Y:397:37:A,Y-397-37-A,2015,1,0,unmineable,NA
Y:397:37:A,Y-397-37-A,2016,1,0,unmineable,NA
Y:397:37:A,Y-397-37-A,2017,1,0,unmineable,NA
Y:397:37:B,Y-397-37-B,2015,1,0,unmineable,NA
Y:397:37:B,Y-397-37-B,2016,1,0,unmineable,NA
Y:397:37:B,Y-397-37-B,2017,1,0,unmineable,NA
Y:397:37:C,Y-397-37-C,2015,1,0,unmineable,NA
Y:397:37:C,Y-397-37-C,2016,1,0,unmineable,NA
Y:397:37:C,Y-397-37-C,2017,1,0,unmineable,NA
Y:397:37:D,Y-397-37-D,2015,1,0,unmineable,NA
Y:397:37:D,Y-397-37-D,2016,1,0,unmineable,NA
Y:397:37:D,Y-397-37-D,2017,1,0,unmineable,NA
Y:397:37:E,Y-397-37-E,2015,1,0,unmineable,NA
Y:397:37:E,Y-397-37-E,2016,1,0,unmineable,NA
Y:397:37:E,Y-397-37-E,2017,1,0,unmineable,NA
Y:399:13:A,Y-399-13-A,2015,1,0,unmineable,NA
Y:399:13:A,Y-399-13-A,2016,1,0,unmineable,NA
Y:399:13:B,Y-399-13-B,2015,1,0,unmineable,NA
Y:399:13:B,Y-399-13-B,2016,1,0,unmineable,NA
Y:399:13:C,Y-399-13-C,2015,1,0,unmineable,NA
Y:399:13:C,Y-399-13-C,2016,1,0,unmineable,NA
Y:399:13:D,Y-399-13-D,2015,1,0,unmineable,NA
Y:399:13:D,Y-399-13-D,2016,1,0,unmineable,NA
Y:412:39:A,Y-412-39-A,2015,1,0,unmineable,NA
Y:412:39:A,Y-412-39-A,2016,1,0,unmineable,NA
Y:412:39:A,Y-412-39-A,2017,1,0,unmineable,NA
Y:412:39:A,Y-412-39-A,2018,1,0,unmineable,NA
Y:412:39:B,Y-412-39-B,2015,1,0,unmineable,NA
Y:412:39:B,Y-412-39-B,2016,1,0,unmineable,NA
Y:412:39:B,Y-412-39-B,2017,1,0,unmineable,NA
Y:412:39:B,Y-412-39-B,2018,1,0,unmineable,NA
Y:412:39:C,Y-412-39-C,2015,1,0,unmineable,NA
Y:412:39:C,Y-412-39-C,2016,1,0,unmineable,NA
Y:412:39:C,Y-412-39-C,2017,1,0,unmineable,NA
Y:412:39:C,Y-412-39-C,2018,1,0,unmineable,NA
Y:412:39:D,Y-412-39-D,2015,1,0,unmineable,NA
Y:412:39:D,Y-412-39-D,2016,1,0,unmineable,NA
Y:412:39:D,Y-412-39-D,2017,1,0,unmineable,NA
Y:412:39:D,Y-412-39-D,2018,1,0,unmineable,NA
Y:412:39:E,Y-412-39-E,2015,1,0,unmineable,NA
Y:412:39:E,Y-412-39-E,2016,1,0,unmineable,NA
Y:412:39:E,Y-412-39-E,2017,1,0,unmineable,NA
Y:412:39:E,Y-412-39-E,2018,1,0,unmineable,NA
Y:414:39:A,Y-414-39-A,2015,1,0,unmineable,NA
Y:414:39:A,Y-414-39-A,2016,1,0,unmineable,NA
Y:414:39:B,Y-414-39-B,2015,1,0,unmineable,NA
Y:414:39:B,Y-414-39-B,2016,1,0,unmineable,NA
Y:414:39:C,Y-414-39-C,2015,1,0,unmineable,NA
Y:414:39:C,Y-414-39-C,2016,1,0,unmineable,NA
Y:414:39:E,Y-414-39-E,2015,1,0,unmineable,NA
Y:414:39:E,Y-414-39-E,2016,1,0,unmineable,NA
Y:416:39:C,Y-416-39-C,2015,1,0,unmineable,NA
Y:416:39:C,Y-416-39-C,2016,1,0,unmineable,NA
Y:416:39:D,Y-416-39-D,2015,1,0,unmineable,NA
Y:416:39:D,Y-416-39-D,2016,1,0,unmineable,NA
Y:416:39:E,Y-416-39-E,2015,1,0,unmineable,NA
Y:416:39:E,Y-416-39-E,2016,1,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2015,1,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2016,1,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2018,1,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2019,1,0,unmineable,NA
Y:421:58:B,Y-421-58-B,2015,1,0,unmineable,NA
Y:421:58:B,Y-421-58-B,2016,1,0,unmineable,NA
Y:421:58:B,Y-421-58-B,2018,1,0,unmineable,NA
Y:421:58:B,Y-421-58-B,2019,1,1,unmineable,NA
Y:421:58:C,Y-421-58-C,2015,1,0,unmineable,NA
Y:421:58:C,Y-421-58-C,2016,1,1,unmineable,NA
Y:421:58:C,Y-421-58-C,2018,1,0,unmineable,NA
Y:421:58:C,Y-421-58-C,2019,1,1,unmineable,NA
Y:421:58:D,Y-421-58-D,2015,1,0,unmineable,NA
Y:421:58:D,Y-421-58-D,2016,1,0,unmineable,NA
Y:421:58:D,Y-421-58-D,2018,1,0,unmineable,NA
Y:421:58:D,Y-421-58-D,2019,1,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2015,1,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2016,1,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2018,1,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2019,1,0,unmineable,NA
Y:458:50:CT,Y-458-50-CT,2015,1,0,unmineable,NA
Y:458:50:CT,Y-458-50-CT,2016,1,0,unmineable,NA
Y:458:50:CT,Y-458-50-CT,2017,1,0,unmineable,NA
Y:458:50:NE,Y-458-50-NE,2015,1,0,unmineable,NA
Y:458:50:NE,Y-458-50-NE,2016,1,0,unmineable,NA
Y:458:50:NE,Y-458-50-NE,2017,1,0,unmineable,NA
Y:458:50:NW,Y-458-50-NW,2015,1,0,unmineable,NA
Y:458:50:NW,Y-458-50-NW,2016,1,0,unmineable,NA
Y:458:50:NW,Y-458-50-NW,2017,1,0,unmineable,NA
Y:458:50:SE,Y-458-50-SE,2015,1,0,unmineable,NA
Y:458:50:SE,Y-458-50-SE,2016,1,0,unmineable,NA
Y:458:50:SE,Y-458-50-SE,2017,1,0,unmineable,NA
Y:458:50:SW,Y-458-50-SW,2015,1,0,unmineable,NA
Y:458:50:SW,Y-458-50-SW,2017,1,0,unmineable,NA
Y:463:50:A,Y-463-50-A,2015,1,0,unmineable,NA
Y:463:50:A,Y-463-50-A,2016,1,0,unmineable,NA
Y:463:50:B,Y-463-50-B,2015,1,0,unmineable,NA
Y:463:50:B,Y-463-50-B,2016,1,0,unmineable,NA
Y:463:50:C,Y-463-50-C,2015,1,0,unmineable,NA
Y:463:50:C,Y-463-50-C,2016,1,0,unmineable,NA
Y:463:50:D,Y-463-50-D,2015,1,0,unmineable,NA
Y:463:50:D,Y-463-50-D,2016,1,0,unmineable,NA
Y:463:50:E,Y-463-50-E,2015,1,0,unmineable,NA
Y:463:50:E,Y-463-50-E,2016,1,0,unmineable,NA
Y:464:21:A,Y-464-21-A,2015,1,0,unmineable,Northwest of Janvier
Y:464:21:A,Y-464-21-A,2016,1,0,unmineable,Northwest of Janvier
Y:464:21:A,Y-464-21-A,2017,1,0,unmineable,Northwest of Janvier
Y:464:21:B,Y-464-21-B,2015,1,0,unmineable,Northwest of Janvier
Y:464:21:B,Y-464-21-B,2016,1,0,unmineable,Northwest of Janvier
Y:464:21:B,Y-464-21-B,2017,1,0,unmineable,Northwest of Janvier
Y:464:21:C,Y-464-21-C,2015,1,1,unmineable,Northwest of Janvier
Y:464:21:C,Y-464-21-C,2016,1,0,unmineable,Northwest of Janvier
Y:464:21:C,Y-464-21-C,2017,1,0,unmineable,Northwest of Janvier
Y:21:464:C,Y-464-21-C,2021,1,1,unmineable,
Y:464:21:D,Y-464-21-D,2015,1,1,unmineable,Northwest of Janvier
Y:464:21:D,Y-464-21-D,2016,1,0,unmineable,Northwest of Janvier
Y:464:21:D,Y-464-21-D,2017,1,0,unmineable,Northwest of Janvier
Y:21:464:D,Y-464-21-D,2021,1,0,unmineable,
Y:464:21:E,Y-464-21-E,2015,1,0,unmineable,Northwest of Janvier
Y:464:21:E,Y-464-21-E,2016,1,0,unmineable,Northwest of Janvier
Y:464:21:E,Y-464-21-E,2017,1,0,unmineable,Northwest of Janvier
Y:21:464:E,Y-464-21-E,2021,1,0,unmineable,
Y:467:53:A,Y-467-53-A,2015,1,0,unmineable,NA
Y:467:53:A,Y-467-53-A,2016,1,1,unmineable,NA
Y:467:53:A,Y-467-53-A,2017,1,0,unmineable,NA
Y:467:53:B,Y-467-53-B,2015,1,1,unmineable,NA
Y:467:53:B,Y-467-53-B,2017,1,0,unmineable,NA
Y:467:53:C,Y-467-53-C,2015,1,0,unmineable,NA
Y:467:53:C,Y-467-53-C,2016,1,1,unmineable,NA
Y:467:53:C,Y-467-53-C,2017,1,0,unmineable,NA
Y:467:53:D,Y-467-53-D,2015,1,0,unmineable,NA
Y:467:53:D,Y-467-53-D,2016,1,0,unmineable,NA
Y:467:53:D,Y-467-53-D,2017,1,0,unmineable,NA
Y:467:53:E,Y-467-53-E,2015,1,0,unmineable,NA
Y:467:53:E,Y-467-53-E,2016,1,0,unmineable,NA
Y:467:53:E,Y-467-53-E,2017,1,0,unmineable,NA
Y:473:55:CT,Y-473-55-CT,2015,1,0,unmineable,NA
Y:473:55:CT,Y-473-55-CT,2017,1,1,unmineable,NA
Y:55:473:CT,Y-473-55-CT,2021,1,0,unmineable,
Y:473:55:NE,Y-473-55-NE,2015,1,0,unmineable,NA
Y:473:55:NE,Y-473-55-NE,2017,1,0,unmineable,NA
Y:473:55:NW,Y-473-55-NW,2015,1,0,unmineable,NA
Y:473:55:NW,Y-473-55-NW,2017,1,1,unmineable,NA
Y:473:55:SE,Y-473-55-SE,2015,1,0,unmineable,NA
Y:473:55:SE,Y-473-55-SE,2017,1,0,unmineable,NA
Y:55:473:SE,Y-473-55-SE,2021,1,0,unmineable,
Y:55:473:SW,Y-473-55-SW,2021,1,0,unmineable,
Y:55:474:A,Y-474-55-A,2021,1,0,unmineable,
Y:55:474:B,Y-474-55-B,2021,1,0,unmineable,
Y:55:474:D,Y-474-55-D,2021,1,0,unmineable,
Y:55:475:A,Y-475-55-A,2021,1,0,unmineable,
Y:55:475:B,Y-475-55-B,2021,1,0,unmineable,
Y:55:475:C,Y-475-55-C,2021,1,0,unmineable,
AM:401:CT,AM-401-CT,2014,2,0,unmineable,NA
AM:401:CT,AM-401-CT,2015,2,0,unmineable,NA
AM:401:CT,AM-401-CT,2017,2,0,unmineable,NA
AM:401:NE,AM-401-NE,2014,2,0,unmineable,NA
AM:401:NE,AM-401-NE,2015,2,0,unmineable,NA
AM:401:NE,AM-401-NE,2017,2,0,unmineable,NA
AM:401:NW,AM-401-NW,2014,2,0,unmineable,NA
AM:401:NW,AM-401-NW,2015,2,0,unmineable,NA
AM:401:NW,AM-401-NW,2017,2,0,unmineable,NA
AM:401:SE,AM-401-SE,2014,2,0,unmineable,NA
AM:401:SE,AM-401-SE,2015,2,0,unmineable,NA
AM:401:SE,AM-401-SE,2017,2,0,unmineable,NA
AM:401:SW,AM-401-SW,2014,2,0,unmineable,NA
AM:401:SW,AM-401-SW,2015,2,0,unmineable,NA
AM:401:SW,AM-401-SW,2017,2,0,unmineable,NA
AM:403:CT,AM-403-CT,2014,2,0,unmineable,NA
AM:403:CT,AM-403-CT,2015,2,1,unmineable,NA
AM:403:CT,AM-403-CT,2017,2,0,unmineable,NA
AM:403:NE,AM-403-NE,2014,2,0,unmineable,NA
AM:403:NE,AM-403-NE,2015,2,0,unmineable,NA
AM:403:NE,AM-403-NE,2017,2,0,unmineable,NA
AM:403:NW,AM-403-NW,2014,2,1,unmineable,NA
AM:403:NW,AM-403-NW,2015,2,1,unmineable,NA
AM:403:NW,AM-403-NW,2017,2,0,unmineable,NA
AM:403:SE,AM-403-SE,2014,2,1,unmineable,NA
AM:403:SE,AM-403-SE,2015,2,1,unmineable,NA
AM:403:SE,AM-403-SE,2017,2,0,unmineable,NA
AM:403:SW,AM-403-SW,2014,2,0,unmineable,NA
AM:403:SW,AM-403-SW,2015,2,1,unmineable,NA
AM:403:SW,AM-403-SW,2017,2,0,unmineable,NA
AM:412:CT,AM-412-CT,2015,2,0,west,NA
AM:412:CT,AM-412-CT,2018,2,0,west,NA
AM:412:CT,AM-412-CT,2019,2,0,west,NA
AM:412:NW,AM-412-NW,2015,2,0,west,NA
AM:412:NW,AM-412-NW,2018,2,0,west,NA
AM:412:NW,AM-412-NW,2019,2,0,west,NA
AM:412:SW,AM-412-SW,2015,2,0,west,NA
AM:412:SW,AM-412-SW,2018,2,0,west,NA
AM:412:SW,AM-412-SW,2019,2,0,west,NA
AM:414:CT,AM-414-CT,2015,2,0,west,NA
AM:414:CT,AM-414-CT,2016,2,0,west,NA
AM:414:CT,AM-414-CT,2017,2,0,west,NA
AM:414:CT,AM-414-CT,2018,2,0,west,NA
AM:414:CT,AM-414-CT,2019,2,0,west,NA
AM:414:NE,AM-414-NE,2015,2,0,west,NA
AM:414:NE,AM-414-NE,2017,2,0,west,NA
AM:414:NE,AM-414-NE,2018,2,0,west,NA
AM:414:NE,AM-414-NE,2019,2,0,west,NA
AM:414:NW,AM-414-NW,2015,2,0,west,NA
AM:414:NW,AM-414-NW,2016,2,0,west,NA
AM:414:NW,AM-414-NW,2017,2,0,west,NA
AM:414:SE,AM-414-SE,2015,2,0,west,NA
AM:414:SE,AM-414-SE,2016,2,0,west,NA
AM:414:SE,AM-414-SE,2017,2,0,west,NA
AM:414:SE,AM-414-SE,2018,2,0,west,NA
AM:414:SE,AM-414-SE,2019,2,0,west,NA
AM:414:SW,AM-414-SW,2015,2,0,west,NA
AM:414:SW,AM-414-SW,2017,2,0,west,NA
AM:414:SW,AM-414-SW,2019,2,0,west,NA
AM:420:CT,AM-420-CT,2014,2,0,unmineable,NA
AM:420:CT,AM-420-CT,2015,2,0,unmineable,NA
AM:420:CT,AM-420-CT,2017,2,0,unmineable,NA
AM:420:NE,AM-420-NE,2014,2,0,unmineable,NA
AM:420:NE,AM-420-NE,2015,2,0,unmineable,NA
AM:420:NE,AM-420-NE,2017,2,0,unmineable,NA
AM:420:NW,AM-420-NW,2014,2,0,unmineable,NA
AM:420:NW,AM-420-NW,2015,2,0,unmineable,NA
AM:420:NW,AM-420-NW,2017,2,0,unmineable,NA
AM:420:SE,AM-420-SE,2014,2,0,unmineable,NA
AM:420:SE,AM-420-SE,2015,2,0,unmineable,NA
AM:420:SE,AM-420-SE,2017,2,0,unmineable,NA
AM:420:SW,AM-420-SW,2014,2,0,unmineable,NA
AM:420:SW,AM-420-SW,2015,2,0,unmineable,NA
AM:420:SW,AM-420-SW,2017,2,0,unmineable,NA
AM:422:CT,AM-422-CT,2014,2,0,unmineable,NA
AM:423:CT,AM-423-CT,2015,2,0,unmineable,NA
AM:423:CT,AM-423-CT,2016,2,0,unmineable,NA
AM:423:CT,AM-423-CT,2017,2,0,unmineable,NA
AM:423:NE,AM-423-NE,2015,2,0,unmineable,NA
AM:423:NE,AM-423-NE,2016,2,0,unmineable,NA
AM:423:NE,AM-423-NE,2017,2,0,unmineable,NA
AM:423:NW,AM-423-NW,2015,2,0,unmineable,NA
AM:423:NW,AM-423-NW,2016,2,0,unmineable,NA
AM:423:NW,AM-423-NW,2017,2,0,unmineable,NA
AM:423:SE,AM-423-SE,2015,2,0,unmineable,NA
AM:423:SE,AM-423-SE,2016,2,0,unmineable,NA
AM:423:SE,AM-423-SE,2017,2,0,unmineable,NA
AM:423:SW,AM-423-SW,2015,2,0,unmineable,NA
AM:423:SW,AM-423-SW,2016,2,0,unmineable,NA
AM:423:SW,AM-423-SW,2017,2,0,unmineable,NA
AM:424:CT,AM-424-CT,2014,2,0,unmineable,NA
AM:424:CT,AM-424-CT,2015,2,0,unmineable,NA
AM:424:CT,AM-424-CT,2016,2,0,unmineable,NA
AM:424:CT,AM-424-CT,2017,2,0,unmineable,NA
AM:424:CT,AM-424-CT,2018,2,0,unmineable,NA
AM:424:NE,AM-424-NE,2014,2,0,unmineable,NA
AM:424:NE,AM-424-NE,2015,2,0,unmineable,NA
AM:424:NE,AM-424-NE,2016,2,0,unmineable,NA
AM:424:NE,AM-424-NE,2017,2,0,unmineable,NA
AM:424:NE,AM-424-NE,2018,2,0,unmineable,NA
AM:424:NW,AM-424-NW,2014,2,0,unmineable,NA
AM:424:NW,AM-424-NW,2015,2,0,unmineable,NA
AM:424:NW,AM-424-NW,2016,2,0,unmineable,NA
AM:424:NW,AM-424-NW,2017,2,0,unmineable,NA
AM:424:NW,AM-424-NW,2018,2,0,unmineable,NA
AM:424:SE,AM-424-SE,2014,2,0,unmineable,NA
AM:424:SE,AM-424-SE,2015,2,0,unmineable,NA
AM:424:SE,AM-424-SE,2016,2,0,unmineable,NA
AM:424:SE,AM-424-SE,2017,2,0,unmineable,NA
AM:424:SE,AM-424-SE,2018,2,0,unmineable,NA
AM:424:SW,AM-424-SW,2014,2,0,unmineable,NA
AM:424:SW,AM-424-SW,2015,2,0,unmineable,NA
AM:424:SW,AM-424-SW,2016,2,0,unmineable,NA
AM:424:SW,AM-424-SW,2017,2,0,unmineable,NA
AM:424:SW,AM-424-SW,2018,2,0,unmineable,NA
AM:425:CT,AM-425-CT,2015,2,0,unmineable,NA
AM:425:CT,AM-425-CT,2017,2,0,unmineable,NA
AM:425:NE,AM-425-NE,2015,2,0,unmineable,NA
AM:425:NE,AM-425-NE,2017,2,0,unmineable,NA
AM:425:NW,AM-425-NW,2015,2,0,unmineable,NA
AM:425:NW,AM-425-NW,2017,2,0,unmineable,NA
AM:425:SE,AM-425-SE,2015,2,0,unmineable,NA
AM:425:SE,AM-425-SE,2017,2,0,unmineable,NA
AM:425:SW,AM-425-SW,2015,2,0,unmineable,NA
AM:425:SW,AM-425-SW,2017,2,0,unmineable,NA
AM:426:CT,AM-426-CT,2014,2,0,unmineable,NA
AM:426:CT,AM-426-CT,2015,2,0,unmineable,NA
AM:426:CT,AM-426-CT,2016,2,0,unmineable,NA
AM:426:CT,AM-426-CT,2017,2,0,unmineable,NA
AM:426:NE,AM-426-NE,2014,2,0,unmineable,NA
AM:426:NE,AM-426-NE,2015,2,0,unmineable,NA
AM:426:NE,AM-426-NE,2016,2,0,unmineable,NA
AM:426:NE,AM-426-NE,2017,2,0,unmineable,NA
AM:426:NW,AM-426-NW,2014,2,0,unmineable,NA
AM:426:NW,AM-426-NW,2015,2,0,unmineable,NA
AM:426:NW,AM-426-NW,2016,2,0,unmineable,NA
AM:426:NW,AM-426-NW,2017,2,0,unmineable,NA
AM:426:SE,AM-426-SE,2014,2,0,unmineable,NA
AM:426:SE,AM-426-SE,2015,2,0,unmineable,NA
AM:426:SE,AM-426-SE,2016,2,0,unmineable,NA
AM:426:SW,AM-426-SW,2014,2,0,unmineable,NA
AM:426:SW,AM-426-SW,2015,2,0,unmineable,NA
AM:426:SW,AM-426-SW,2016,2,0,unmineable,NA
AM:427:CT,AM-427-CT,2014,2,0,unmineable,NA
AM:427:CT,AM-427-CT,2015,2,0,unmineable,NA
AM:427:NE,AM-427-NE,2014,2,0,unmineable,NA
AM:427:NE,AM-427-NE,2015,2,0,unmineable,NA
AM:427:NW,AM-427-NW,2014,2,0,unmineable,NA
AM:427:NW,AM-427-NW,2015,2,0,unmineable,NA
AM:427:SE,AM-427-SE,2014,2,0,unmineable,NA
AM:427:SE,AM-427-SE,2015,2,0,unmineable,NA
AM:427:SW,AM-427-SW,2014,2,0,unmineable,NA
AM:427:SW,AM-427-SW,2015,2,0,unmineable,NA
AM:429:CT,AM-429-CT,2014,2,0,unmineable,NA
AM:429:CT,AM-429-CT,2015,2,0,unmineable,NA
AM:429:NE,AM-429-NE,2014,2,0,unmineable,NA
AM:429:NE,AM-429-NE,2015,2,0,unmineable,NA
AM:429:NW,AM-429-NW,2014,2,0,unmineable,NA
AM:429:NW,AM-429-NW,2015,2,0,unmineable,NA
AM:429:SE,AM-429-SE,2015,2,0,unmineable,NA
AM:429:SW,AM-429-SW,2014,2,0,unmineable,NA
AM:429:SW,AM-429-SW,2015,2,0,unmineable,NA
AM:433:CT,AM-433-CT,2014,2,0,unmineable,NA
AM:433:CT,AM-433-CT,2015,2,0,unmineable,NA
AM:433:CT,AM-433-CT,2017,2,0,unmineable,NA
AM:433:NE,AM-433-NE,2014,2,0,unmineable,NA
AM:433:NE,AM-433-NE,2015,2,0,unmineable,NA
AM:433:NE,AM-433-NE,2017,2,0,unmineable,NA
AM:433:NW,AM-433-NW,2014,2,0,unmineable,NA
AM:433:NW,AM-433-NW,2015,2,0,unmineable,NA
AM:433:NW,AM-433-NW,2017,2,0,unmineable,NA
AM:433:SE,AM-433-SE,2014,2,0,unmineable,NA
AM:433:SE,AM-433-SE,2015,2,0,unmineable,NA
AM:433:SE,AM-433-SE,2017,2,0,unmineable,NA
AM:433:SW,AM-433-SW,2014,2,0,unmineable,NA
AM:433:SW,AM-433-SW,2015,2,0,unmineable,NA
AM:433:SW,AM-433-SW,2017,2,0,unmineable,NA
AM:441:CT,AM-441-CT,2014,2,0,unmineable,NA
AM:441:CT,AM-441-CT,2015,2,0,unmineable,NA
AM:441:CT,AM-441-CT,2017,2,0,unmineable,NA
AM:441:NE,AM-441-NE,2014,2,0,unmineable,NA
AM:441:NE,AM-441-NE,2015,2,0,unmineable,NA
AM:441:NE,AM-441-NE,2016,2,0,unmineable,NA
AM:441:NE,AM-441-NE,2017,2,0,unmineable,NA
AM:441:NW,AM-441-NW,2014,2,0,unmineable,NA
AM:441:NW,AM-441-NW,2015,2,0,unmineable,NA
AM:441:NW,AM-441-NW,2016,2,0,unmineable,NA
AM:441:NW,AM-441-NW,2017,2,0,unmineable,NA
AM:441:SE,AM-441-SE,2014,2,0,unmineable,NA
